348,iot58,1,Internet of Things for Smart Cities,C:\wamp\www\geeksofjava\project\IoT\58.pdf,0.807297641,0.78260964,0.60238723,0.424633621,0.39994562,0.39500802,0.357976018,0.323412816,0.316006416,0.316006416,2,6
347,iot57,1,"Research directions for the Internet of Things
",C:\wamp\www\geeksofjava\project\IoT\57.pdf,0.924765091,0.364142628,0.340565048,0.269832307,0.225296878,0.220057416,0.214817953,0.214817953,0.18338118,0.172902255,1,0
346,iot56,1,"Computing as Interaction: Agent and Agreement Technologies
",C:\wamp\www\geeksofjava\project\IoT\56.pdf,0.445424386,0.393257566,0.317013753,0.276885429,0.276885429,0.224718609,0.212680112,0.168538957,0.140449131,0.132423466,4,0
345,iot55,1,"Roles of Smart TV in IoT-environments
",C:\wamp\www\geeksofjava\project\IoT\55.pdf,2.270978349,1.108760135,1.003823908,0.958285546,0.8177106,0.786031739,0.746433163,0.724653946,0.63357722,0.623677576,2,1
344,iot54,1,"Finnish perspectives for the IOT 
",C:\wamp\www\geeksofjava\project\IoT\54.pdf,0.95237667,0.607312659,0.445625523,0.396330664,0.382528104,0.37661272,0.368725543,0.358866571,0.350979394,0.337176834,2,3
343,iot53,1,"An IoT-leveraged information system for future shopping environments
",C:\wamp\www\geeksofjava\project\IoT\53.pdf,0.563486137,0.529482663,0.480906272,0.432329881,0.349750016,0.335177099,0.310888903,0.301173625,0.276885429,0.267170151,10,0
342,iot52,1,"WSN Trust Models Evaluation in the Context of the IoT
",C:\wamp\www\geeksofjava\project\IoT\52.pdf,0.906995322,0.805314232,0.772776283,0.764641796,0.719902116,0.62228827,0.549077885,0.528741667,0.528741667,0.496203719,2,0
341,iot51,1,"Modelling and analysis of IoT Real-Time system using TCPN
",C:\wamp\www\geeksofjava\project\IoT\51.pdf,0.697263685,0.556905411,0.547850038,0.538794666,0.430130195,0.41201945,0.398436391,0.335048784,0.321465725,0.26713349,1,1
340,iot50,1,"Insecurity of An Anonymous Authentication For Privacy-preserving IoT Target-driven Applications
",C:\wamp\www\geeksofjava\project\IoT\50.pdf,0.439049693,0.380974337,0.299668838,0.27876171,0.236947454,0.220686354,0.21836334,0.216040325,0.195133197,0.190487169,1,1
339,iot49,1,"IOT Secure Transmission Based on Integration of IBE and PKI/CA
",C:\wamp\www\geeksofjava\project\IoT\49.pdf,0.41665644,0.38546291,0.327532068,0.267373117,0.216126603,0.200529837,0.1916174,0.187161182,0.187161182,0.182704963,1,0
338,iot48,1,"Novel Threshold Cryptography-based Group Authentication (TCGA) Scheme for the Internet of Things (IoT)
",C:\wamp\www\geeksofjava\project\IoT\48.pdf,0.439797853,0.230573632,0.170795283,0.149445872,0.136636226,0.132366344,0.128096462,0.12382658,0.111016934,0.111016934,5,1
337,iot47,1,"Authentication Issues for Sensors in IoT Solutions
",C:\wamp\www\geeksofjava\project\IoT\47.pdf,1.560058762,1.337967064,1.074346023,0.919062396,0.814336229,0.774612511,0.650024484,0.644607614,0.619328884,0.613912013,14,0
336,iot46,1,"The Design Of a Sensor Network Based On IOT Technology For Landslide Hazard Assessment
",C:\wamp\www\geeksofjava\project\IoT\46.pdf,3.025520072,1.616471717,1.491302447,1.244540171,1.198048728,1.115794637,0.683066588,0.668761529,0.658032734,0.650880205,2,1
334,iot44,1,"Electronic Commerce In Developing Countries
",C:\wamp\www\geeksofjava\project\IoT\44.pdf,0.753320075,0.674023225,0.55696597,0.519205565,0.455012877,0.371939987,0.326627501,0.322851461,0.313411359,0.309635319,2,0
335,iot45,1,"Agile Manufacturing 
",C:\wamp\www\geeksofjava\project\IoT\45.pdf,0.709860192,0.706397459,0.519409896,0.439767046,0.429378848,0.398214254,0.380900591,0.325496868,0.322034136,0.311645938,10,0
331,iot41,1,"SDN: Evolution and Opportunities in the Development IoT Applications
",C:\wamp\www\geeksofjava\project\IoT\41.pdf,1.147670041,1.047729396,1.018076677,0.727040734,0.644672071,0.639180826,0.600742117,0.596349122,0.587563131,0.552419168,2,0
333,iot43,1,"Adopting Aspect-Oriented Software Development in Business Application Engineering
",C:\wamp\www\geeksofjava\project\IoT\43.pdf,0.395793936,0.393026146,0.362580458,0.357044879,0.34320593,0.318295822,0.296153504,0.268475607,0.265707817,0.254636658,2,0
332,iot42,1,"Securing the Internet of Things
",C:\wamp\www\geeksofjava\project\IoT\42.pdf,0.892186384,0.596368617,0.454376089,0.449643005,0.409411789,0.359714404,0.319483188,0.283985056,0.267419261,0.260319634,10,0
330,iot40,1,"On the features and challenges of security and privacy in distributed internet of things
",C:\wamp\www\geeksofjava\project\IoT\40.pdf,1.430133004,1.02031467,0.941735934,0.843814739,0.70116411,0.675777134,0.658852483,0.544006637,0.473890226,0.458174479,13,0
329,iot39,1,"Internet of Things (IoT): A Vision, Architectural Elements, and Future Directions
",C:\wamp\www\geeksofjava\project\IoT\39.pdf,3.963878218,1.553163053,1.51267776,1.288168409,1.1335882,1.115185794,0.960605585,0.953244622,0.868593556,0.828108263,2,0
328,iot38,1,"A Review of: Cloud Centric IoT based Framework for Supply Chain Management in Precision Agriculture
",C:\wamp\www\geeksofjava\project\IoT\38.pdf,0.648441245,0.388182514,0.352893194,0.32201504,0.32201504,0.30437038,0.233791741,0.220558246,0.189680092,0.176446597,2,0
327,iot37,1,"Study on Supply-chain of Modern Agricultural Products Based on IOT in Order to Guarantee the Quality and Safety
",C:\wamp\www\geeksofjava\project\IoT\37.pdf,0.677990007,0.517737823,0.382139822,0.324613397,0.316395337,0.304068246,0.299959215,0.271196003,0.271196003,0.24243279,5,0
326,iot36,1,"Embedded Actors â€“ A Better Abstraction for Distributed Messaging in the IoT
",C:\wamp\www\geeksofjava\project\IoT\36.pdf,1.749896119,1.265779637,1.170886373,0.99557509,0.928023953,0.911940349,0.669077928,0.472857959,0.461599436,0.352230928,1,0
324,iot34,1,"RFID Modular System for the Internet of Things (IoT)
",C:\wamp\www\geeksofjava\project\IoT\34.pdf,0.324093865,0.315474347,0.310302636,0.275824566,0.256861627,0.25341382,0.236174784,0.172390354,0.155151318,0.153427415,2,0
325,iot35,1,"Secure Smart Environment Using IOT based on RFID
",C:\wamp\www\geeksofjava\project\IoT\35.pdf,0.555296398,0.528853713,0.42308297,0.370197599,0.317312228,0.297480213,0.257816185,0.218152156,0.178488128,0.178488128,7,0
322,iot32,1,"Interoperation among IoT Standards
",C:\wamp\www\geeksofjava\project\IoT\32.pdf,2.034505981,1.199836861,0.62600184,0.62600184,0.62600184,0.62600184,0.62600184,0.46950138,0.46950138,0.46950138,11,0
323,iot33,1,"A Recommendation Model Using the Bandwagon Effect for E-Marketing Purposes in IoT
",C:\wamp\www\geeksofjava\project\IoT\33.pdf,3.921418033,3.306867445,1.521744311,1.141308233,1.053515292,0.87792941,0.87792941,0.87792941,0.87792941,0.819400783,5,0
321,iot31,1,"Novel Context-Aware Clustering With Hierarchical Addressing (CCHA) for the Internet Of Things (IoT)
",C:\wamp\www\geeksofjava\project\IoT\31.pdf,1.43180532,1.403809127,1.307822178,1.035859156,0.847884715,0.739899397,0.559923868,0.51592985,0.503931482,0.495932569,1,0
320,iot30,1,"ICN	based	Architecture	for	IoT
",C:\wamp\www\geeksofjava\project\IoT\30.pdf,0.561327186,0.322763132,0.318085406,0.224530875,0.201142242,0.182431336,0.173075882,0.163720429,0.14968725,0.126298617,2,0
319,iot29,1,"COMPOSE: Building Smart & Context-Aware Mobile Applications utilizing IoT Technologies
",C:\wamp\www\geeksofjava\project\IoT\29.pdf,0.450605399,0.445272791,0.367949971,0.346619538,0.311957584,0.311957584,0.295959759,0.271963022,0.229302156,0.226635851,4,0
318,iot28,1,"Profiling of DTLS for CoAP-based IoT Applications
",C:\wamp\www\geeksofjava\project\IoT\28.pdf,2.072957581,1.039295309,0.932267608,0.904102423,0.785808648,0.723845242,0.712579168,0.712579168,0.650615763,0.630900133,2,0
317,iot27,1,"A Bi-direction Authentication Protocol for RFID Based on the Variable Update in IOT
",C:\wamp\www\geeksofjava\project\IoT\27.pdf,0.695359999,0.681725489,0.470390587,0.470390587,0.443121568,0.415852548,0.374949019,0.368131764,0.245421176,0.238603921,12,0
315,iot25,1,"Californium: Scalable Cloud Services for the Internet of Things with CoAP
",C:\wamp\www\geeksofjava\project\IoT\25.pdf,3.236273516,3.032008174,1.850821627,1.43340984,1.396109212,1.271773786,1.191843869,1.092375528,1.00711695,1.00356451,2,0
316,iot26,1,"DeTAS: a Decentralized Traffic Aware Scheduling technique enabling IoT-compliant Multi-hop Low-power and Lossy Networks
",C:\wamp\www\geeksofjava\project\IoT\26.pdf,0.584833441,0.510568877,0.482719665,0.357398214,0.301699791,0.269209044,0.246001368,0.232076762,0.218152156,0.218152156,10,0
314,iot24,1,"Sensing as a Service Model for Smart Cities Supported by Internet of Things
",C:\wamp\www\geeksofjava\project\IoT\24.pdf,1.108853971,0.796100287,0.767668134,0.545897339,0.466287311,0.426482296,0.386677282,0.386677282,0.358245129,0.335499407,14,0
313,iot23,1,"Enabling Smart Cities through a Cognitive Management Framework for the Internet of Things
",C:\wamp\www\geeksofjava\project\IoT\23.pdf,2.832111231,1.28313425,1.265411401,1.169708018,1.081093774,0.99247953,0.652200834,0.609665997,0.595487718,0.577764869,2,0
312,iot22,1,"IOT Technology research in e-commerce
",C:\wamp\www\geeksofjava\project\IoT\22.pdf,0.887550555,0.493083641,0.493083641,0.460211399,0.394466913,0.262977942,0.262977942,0.262977942,0.262977942,0.262977942,3,0
310,iot20,1,"Big Data Summarization Using Semantic Feature for IoT on Cloud
",C:\wamp\www\geeksofjava\project\IoT\20.pdf,2.557818408,0.972933615,0.972933615,0.680709738,0.605075322,0.598199466,0.484747843,0.484747843,0.398799644,0.354106581,6,0
311,iot21,1,"An Approach for Cyber Security Experimentation Supporting Sensei/IoT for Smart Grid
",C:\wamp\www\geeksofjava\project\IoT\21.pdf,1.758218432,1.629927374,0.811808989,0.645661553,0.643558421,0.584670723,0.464792193,0.454276533,0.395388834,0.386976306,2,0
309,iot19,1,"Controller Design of Two-wheeled Differential Drive with a passive castor wheel using Feedback Linearization
",C:\wamp\www\geeksofjava\project\IoT\19.pdf,0.533999415,0.376680086,0.345659373,0.307991364,0.292481008,0.257028764,0.245949938,0.226008051,0.197203104,0.197203104,10,0
308,iot18,1,"Optic Fiber Sensing IOT Technology and Application Research 
",C:\wamp\www\geeksofjava\project\IoT\18.pdf,1.083723616,0.752976798,0.612233471,0.555936141,0.555936141,0.520750309,0.520750309,0.513713143,0.478527311,0.478527311,1,0
307,iot17,1,"High-level Programming and Symbolic Reasoning on IoT Resource Constrained Devices
",C:\wamp\www\geeksofjava\project\IoT\17.pdf,0.444972611,0.317837579,0.238378184,0.226459275,0.218513336,0.210567396,0.202621457,0.186729578,0.178783638,0.15494582,2,0
306,iot16,1,"An IoT based reference architecture for smart water management processes
",C:\wamp\www\geeksofjava\project\IoT\16.pdf,0.738902466,0.703716634,0.696679468,0.436304313,0.358895483,0.344821151,0.309635319,0.28852382,0.260375155,0.246300822,1,0
305,iot15,1,"A Design of the IOT Gateway for Agricultural Greenhouse 
",C:\wamp\www\geeksofjava\project\IoT\15.pdf,0.369180573,0.159129557,0.146399193,0.120938463,0.101842917,0.095477734,0.089112552,0.089112552,0.08274737,0.08274737,2,0
304,iot14,1,"Smart Medicine and Physical Health System Using IoT
",C:\wamp\www\geeksofjava\project\IoT\14.pdf,0.819282543,0.722326029,0.710206465,0.373282579,0.336923886,0.312684758,0.300565193,0.290869542,0.276326065,0.276326065,2,0
302,iot12,1,"Taming the Interoperability Challenges of Complex IoT Systems
",C:\wamp\www\geeksofjava\project\IoT\12.pdf,0.692546529,0.443229778,0.398214254,0.328959601,0.311645938,0.207763959,0.193913028,0.176599365,0.162748434,0.155822969,2,0
303,iot13,1,"Advances in Wireless M2M and IoT: Rapid SDR-prototyping of IEEE 802.11ah
",C:\wamp\www\geeksofjava\project\IoT\13.pdf,0.503988753,0.442421945,0.312129398,0.303538681,0.297811536,0.289220818,0.276334742,0.257721521,0.257721521,0.251994376,2,0
301,iot11,1,"Make-span Improvement with Data Partitioning for IoT Frameworks
",C:\wamp\www\geeksofjava\project\IoT\11.pdf,0.550013711,0.382248911,0.365260071,0.316417154,0.293057499,0.271821448,0.208113296,0.193248061,0.184753641,0.17625922,9,0
299,iot9,1,"IoT-based Intelligent for Fire Emergency Response Systems
",C:\wamp\www\geeksofjava\project\IoT\9.pdf,1.564367449,0.827979025,0.542216352,0.410325888,0.388344144,0.337053408,0.31140804,0.260117304,0.186844824,0.175853952,2,0
300,iot10,1,"The constitution of vegetable traceability system in agricultural IOT
",C:\wamp\www\geeksofjava\project\IoT\10.pdf,0.600665527,0.475153327,0.376536599,0.349641128,0.343664356,0.295850185,0.262977942,0.248036014,0.242059242,0.227117314,8,0
